Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,				Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
0Iozrbed8spxoBnmtBMshO,"WANDA","DONDE QUIERO ESTAR","Quevedo",2023-01-20,160909,72,,2023-11-29T12:16:00Z,"rap canario,trap latino,urbano latino","Quevedo",0.719,0.657,4,-4.372,0,0.0666,0.285,0,0.259,0.954,176.031,4
0DWdj2oZMBFSzRsi2Cvfzf,"TQG","MAÑANA SERÁ BONITO","KAROL G,Shakira",2023-02-24,197933,83,,2023-11-29T12:16:00Z,"reggaeton,reggaeton colombiano,urbano latino,colombian pop,dance pop,latin pop,pop","Universal Music Latino",0.587,0.647,4,-3.385,0,0.327,0.619,0,0.106,0.686,90.123,4
4rKQ8daoK0aklVptea8A9E,"EL TONTO","EL DRAGÓN","Lola Indigo,Quevedo",2023-04-13,187986,68,,2023-11-29T12:16:00Z,"spanish pop,rap canario,trap latino,urbano latino","Universal Music Spain S.L.",0.799,0.797,0,-5.365,1,0.0879,0.412,0,0.235,0.694,110.015,4
1DxEbt6OSbrkRthk6pjZue,"MERCHO","MERCHO","LiL CaKe,Migrantes,Nico Valdi",2022-12-16,161451,69,,2023-11-29T12:16:00Z,"trap argentino,trap triste,cumbia pop","Sony Music Argentina",0.838,0.79,6,-1.602,0,0.108,0.431,0.00000333,0.184,0.962,92.927,4
0zY2rypOdM8xmsf4tUyafF,"SUPERNOVA","SUPERNOVA","SAIKO",2023-04-19,190909,62,,2023-11-29T12:16:00Z,"trap latino,urbano espanol,urbano latino","2023 SAIKO",0.499,0.676,10,-6.722,0,0.0961,0.0556,0.0000471,0.61,0.263,176.068,4
0EhuGnOS6fTc5l5UNtDEH2,"POLARIS - Remix","POLARIS (Remix)","SAIKO,Quevedo,Feid,Mora",2023-06-08,288000,72,,2023-11-29T12:16:00Z,"trap latino,urbano espanol,urbano latino,rap canario,colombian pop,pop reggaeton,reggaeton,reggaeton colombiano","2023 Rimas Entertainment LLC.",0.623,0.799,8,-4.152,0,0.0713,0.153,0,0.365,0.552,169.901,4
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap,Quevedo",2022-07-06,198937,82,,2023-11-29T12:16:00Z,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino,rap canario","DALE PLAY Records",0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,4
6XSqqQIy7Lm7SnwxS4NrGx,"CLASSY 101","CLASSY 101","Feid,Young Miko",2023-03-31,195986,75,,2023-11-29T12:16:00Z,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino","UMLE - Latino",0.859,0.658,11,-4.79,1,0.159,0.145,0,0.12,0.672,100.065,4
1zsPaEkglFvxjAhrM8yhpr,"Hey Mor","OzuTochi","Ozuna,Feid",2022-10-07,196600,79,,2023-11-29T12:16:00Z,"puerto rican pop,reggaeton,trap latino,urbano latino,colombian pop,pop reggaeton,reggaeton colombiano","Aura Music Corp.",0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4
2mnXxnrX5vCGolNkaFvVeM,"La Jumpa","Sr. Santos","Arcángel,Bad Bunny",2022-12-01,255693,70,,2023-11-29T12:16:00Z,"latin hip hop,reggaeton,trap latino,urbano latino","Rimas Entertainment LLC.",0.713,0.703,8,-5.769,1,0.194,0.298,0,0.321,0.576,123.06,4
1Hs1uUl8o2VtDp1DABFq0O,"Los del Espacio","Los del Espacio","LIT killah,Tiago PZK,Maria Becerra,Duki,Emilia,Rusherking,Big One,FMK",2023-06-01,338000,75,,2023-11-29T12:16:00Z,"argentine hip hop,trap argentino,trap latino,trap triste,urbano latino,pop argentino","WEA Latina",0.813,0.682,0,-3.598,1,0.0402,0.107,0,0.108,0.634,120.011,4
7MVIfkyzuUmQ716j8U7yGR,"Rara Vez","Rara Vez","Milo j,Taiu",2023-02-08,128677,81,,2023-11-29T12:16:00Z,"trap argentino,trap latino,urbano latino","Universal Music Argentina S.A.",0.838,0.708,5,-4.668,0,0.166,0.176,0,0.343,0.96,119.984,4
1MB8kTH7VKvAMfL9SHgJmG,"VAGABUNDO","VAGABUNDO","Sebastian Yatra,Manuel Turizo,Beéle",2023-05-12,215600,79,,2023-11-29T12:16:00Z,"colombian pop,latin pop,reggaeton,reggaeton colombiano,urbano latino,trap latino","UMLE - Latino",0.817,0.851,11,-3.309,0,0.0627,0.0351,0,0.232,0.886,127.019,4
2sTDlCxmuZCTDKKk9f1qus,"WHERE SHE GOES","nadie sabe lo que va a pasar mañana","Bad Bunny",2023-10-13,231704,69,,2023-11-29T12:16:00Z,"reggaeton,trap latino,urbano latino","Rimas Entertainment LLC",0.651,0.799,9,-4.02,0,0.0611,0.143,0.634,0.112,0.223,143.992,4
5iilNoD56jD3FJ3bM9tMP0,"Arena y Sal","Arena y Sal","Omar Montes,SAIKO,Tunvao",2023-05-18,174415,66,,2023-11-29T12:16:00Z,"flamenco urbano,urbano espanol,trap latino,urbano latino","Sony Music Latin",0.722,0.782,5,-5.963,0,0.0524,0.598,0.00165,0.124,0.762,117.996,4
04ndZkbKGthTgYSv3xS7en,"Cupido","Cupido","TINI",2023-02-16,174369,73,,2023-11-29T12:16:00Z,"latin pop,latin viral pop,pop argentino","5020 Records",0.913,0.584,9,-5.263,1,0.223,0.521,0.0000536,0.307,0.627,119.873,4
21N77gfWYoQDvrLvaeiQgi,"BABY HELLO","PLAYA SATURNO","Rauw Alejandro,Bizarrap",2023-07-07,222461,68,,2023-11-29T12:16:00Z,"puerto rican pop,reggaeton,trap latino,urbano latino,argentine hip hop,pop venezolano,trap argentino","Sony Music Latin/Duars Entertainment",0.773,0.893,1,-3.733,0,0.0483,0.164,0.00000301,0.429,0.842,130.013,4
26V1bLUk0SBYkLEwl4caPR,"Clavaito","Clavaito","Chanel,Abraham Mateo",2023-04-27,162740,64,,2023-11-29T12:16:00Z,"latin arena pop,latin pop,latin viral pop,reggaeton,spanish pop","Sony Music Entertainment",0.863,0.664,3,-3.902,0,0.0666,0.0427,0,0.0501,0.701,133.028,4
0PB0O24JqAuNdOAFVJljMS,"Coco Chanel","3MEN2 KBRN","Eladio Carrion,Bad Bunny",2023-03-17,208125,75,,2023-11-29T12:16:00Z,"trap boricua,trap latino,trap triste,urbano latino,reggaeton","Rimas Entertainment LLC",0.863,0.706,3,-5.555,0,0.103,0.143,0.0000443,0.0786,0.686,140.017,4
7DSAEUvxU8FajXtRloy8M0,"Flowers","Endless Summer Vacation","Miley Cyrus",2023-08-18,200600,87,,2023-11-29T12:16:00Z,"pop","Columbia",0.706,0.691,0,-4.775,1,0.0633,0.0584,0.0000699,0.0232,0.632,118.048,4
4PA1wK0leCjmRZlP5dQ8Lv,"El Cielo","El Cielo","Sky Rompiendo,Feid,Myke Towers",2023-06-02,191320,77,,2023-11-29T12:16:00Z,"trap latino,urbano latino,colombian pop,pop reggaeton,reggaeton,reggaeton colombiano","Sony Music Latin",0.715,0.642,10,-7.492,0,0.0515,0.0687,0,0.0997,0.169,105.964,4
5q86iSKkBtOoNkdgEDY5WV,"VISTA AL MAR","DONDE QUIERO ESTAR","Quevedo",2023-01-20,180672,75,,2023-11-29T12:16:00Z,"rap canario,trap latino,urbano latino","Quevedo",0.759,0.561,0,-5.643,0,0.131,0.803,0.121,0.101,0.491,104.915,4
3qXZqXGniqNt3PK2CBSZgM,"Si La Calle Llama - Remix","3MEN2 KBRN","Eladio Carrion,Myke Towers",2023-03-17,240000,69,,2023-11-29T12:16:00Z,"trap boricua,trap latino,trap triste,urbano latino,reggaeton","Rimas Entertainment LLC",0.469,0.639,10,-5.381,0,0.32,0.564,0,0.11,0.534,172.37,3
53tfEupEzQRtVFOeZvk7xq,"DESPECHÁ","MOTOMAMI +","ROSALÍA",2022-09-09,156787,79,,2023-11-29T12:16:00Z,"pop,r&b en espanol","Columbia",0.914,0.622,7,-6.538,1,0.0892,0.146,0.0000168,0.0632,0.77,130.04,4
3pjvkWO9fqiRRBE1tDLu3S,"SIN SEÑAL","DONDE QUIERO ESTAR","Quevedo,Ovy On The Drums",2023-01-20,185084,68,,2023-11-29T12:16:00Z,"rap canario,trap latino,urbano latino,colombian pop,reggaeton,reggaeton colombiano","Quevedo",0.822,0.851,11,-3.314,0,0.0422,0.333,0.00792,0.105,0.749,117.992,4
5jt25aFjW2kNoBqaEVaz5W,"LA INOCENTE","MICRODOSIS","Mora,Feid",2022-04-01,202173,80,,2023-11-29T12:16:00Z,"trap latino,urbano latino,colombian pop,pop reggaeton,reggaeton,reggaeton colombiano","Rimas Entertainment LLC",0.757,0.789,5,-3.46,0,0.0583,0.307,0,0.0717,0.464,91.911,4
2CeKVsFFXG4QzA415QygGb,"Feliz Cumpleaños Ferxxo","FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","Feid",2022-09-14,155960,82,,2023-11-29T12:16:00Z,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino","UMLE - Latino",0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4
0CYTGMBYkwUxrj1MWDLrC5,"CHORRITO PA LAS ANIMAS","SIXDO","Feid",2022-12-02,168133,79,,2023-11-29T12:16:00Z,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino","UMLE - Latino",0.743,0.831,8,-4.042,0,0.0584,0.114,0.0000643,0.35,0.609,95.975,4
2hLXUbsOU9cDb9RFva9FYr,"MEMORIAS","MICRODOSIS","Mora,JHAYCO",2022-04-01,228750,74,,2023-11-29T12:16:00Z,"trap latino,urbano latino,reggaeton","Rimas Entertainment LLC",0.771,0.707,2,-6.404,0,0.055,0.389,0,0.0745,0.317,127.963,4
0FLh1ZDsjnoACzBrAVjXT2,"Todo Contigo","UNO","Álvaro De Luna",2023-09-29,165527,63,,2023-11-29T12:16:00Z,"spanish pop","WM Spain",0.587,0.732,8,-5.288,1,0.0378,0.000739,0,0.0846,0.656,119.938,4
0knbcslkZje0qdsqbd8jwj,"Los Ángeles","alpha","Aitana",2023-09-21,158826,62,,2023-11-29T12:16:00Z,"latin talent show,latin viral pop,spanish pop","Universal Music Spain S.L.",0.8,0.877,11,-5.531,0,0.102,0.063,0.000654,0.119,0.394,122.034,4
6irysuQyZWd7Bjj7ePiOs2,"Holanda","Holanda","JHAYCO",2023-07-28,231693,74,,2023-11-29T12:16:00Z,"reggaeton,trap latino,urbano latino","N&E Entertainment LLC",0.831,0.759,1,-3.627,0,0.0502,0.277,0,0.125,0.244,107.961,4
2HafqoJbgXdtjwCOvNEF14,"Si No Estás","Si No Estás","iñigo quintero",2022-09-23,184061,82,,2023-11-29T12:16:00Z,"","Acqustic",0.537,0.421,5,-8.72,1,0.0285,0.827,0,0.138,0.524,98.224,4
2iIBpwP4FyQ95xgVail3yr,"No_se_ve.mp3","No_se_ve.mp3","Emilia,LUDMILLA,ZECCA",2023-05-03,203636,71,,2023-11-29T12:16:00Z,"pop argentino,funk carioca,funk pop,funk rj,pagode baiano,pop nacional","2023 WK Records",0.765,0.66,11,-5.059,0,0.0822,0.0858,0.0000335,0.151,0.577,132.048,4
0QRHOAeU8JRaVVn3UoZBih,"REINA","ESTRELLA","Mora,SAIKO",2023-08-28,211879,73,,2023-11-29T12:16:00Z,"trap latino,urbano latino,urbano espanol","Rimas Entertainment LLC",0.724,0.578,10,-7.117,1,0.0819,0.632,0.00000106,0.0943,0.757,167.985,4
0FirgnvrpCkkhdaq64Gfen,"YANKEE","DONDE QUIERO ESTAR","Quevedo",2023-01-20,194400,62,,2023-11-29T12:16:00Z,"rap canario,trap latino,urbano latino","Quevedo",0.544,0.747,6,-4.659,1,0.194,0.389,0.00000681,0.159,0.476,123.647,5
2UW7JaomAMuX9pZrjVpHAU,"La Bebe - Remix","La Bebe (Remix)","Yng Lvcas,Peso Pluma",2023-03-17,234352,83,,2023-11-29T12:16:00Z,"reggaeton,urbano mexicano,corridos tumbados,sad sierreno","WM Mexico",0.812,0.479,2,-5.678,0,0.333,0.213,0.00000121,0.0756,0.559,169.922,4
2NFadq6pUeiVEihLvUlOSr,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Bizarrap,Rauw Alejandro",2023-06-21,191254,68,,2023-11-29T12:16:00Z,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino,puerto rican pop,reggaeton","DALE PLAY Records",0.774,0.572,11,-6,1,0.0506,0.3,0.00326,0.315,0.489,128.01,4
4aJzxp3gimtAdgJn3DL776,"Mami Chula","Mami Chula","JHAYCO,Quevedo",2023-04-28,220600,65,,2023-11-29T12:16:00Z,"reggaeton,trap latino,urbano latino,rap canario","N&E Entertainment LLC",0.796,0.701,7,-3.599,0,0.0447,0.215,0,0.0946,0.325,119.986,4
5qP24CrDI0rmY5zwRvUfzU,"AHORA QUÉ","DONDE QUIERO ESTAR","Quevedo",2023-01-20,171428,69,,2023-11-29T12:16:00Z,"rap canario,trap latino,urbano latino","Quevedo",0.447,0.765,2,-5.457,0,0.0943,0.212,0,0.128,0.542,101.545,3
6OzUIp8KjuwxJnCWkXp1uL,"Besos Moja2","La Última Misión","Wisin & Yandel,ROSALÍA",2022-12-01,229064,72,,2023-11-29T12:16:00Z,"electro latino,reggaeton,trap latino,urbano latino,pop,r&b en espanol","Sony Music Latin",0.736,0.727,5,-4.642,0,0.0571,0.0584,0.00000191,0.0976,0.644,94.048,4
3vKYvbzB7801a5qd47pxkm,"APA","PARAÍSO","Mora,Quevedo",2022-11-03,199831,67,,2023-11-29T12:16:00Z,"trap latino,urbano latino,rap canario","Rimas Entertainment LLC",0.757,0.738,8,-4.913,0,0.22,0.712,0.00000967,0.198,0.753,120.091,4
559YUIWxUc8Mx4lsla13Ff,"MODELITO","PARAÍSO","Mora,YOVNGCHIMI",2022-11-03,190496,73,,2023-11-29T12:16:00Z,"trap latino,urbano latino","Rimas Entertainment LLC",0.711,0.752,7,-7.574,0,0.2,0.191,0.0106,0.338,0.528,145.047,4
16dUQ4quIHDe4ZZ0wF1EMN,"CAIRO","MAÑANA SERÁ BONITO","KAROL G,Ovy On The Drums",2023-02-24,198666,76,,2023-11-29T12:16:00Z,"reggaeton,reggaeton colombiano,urbano latino,colombian pop,trap latino","Universal Music Latino",0.955,0.673,0,-3.99,0,0.338,0.446,0.00041,0.0975,0.484,115.035,4
3qQbCzHBycnDpGskqOWY0E,"Ella Baila Sola","DESVELADO","Eslabon Armado,Peso Pluma",2023-04-28,165671,75,,2023-11-29T12:16:00Z,"corrido,corridos tumbados,sad sierreno,sierreno","DEL Records",0.668,0.758,5,-5.176,0,0.0332,0.483,0.0000189,0.0837,0.834,147.989,3
0XjX9s0XWOKZc8PLuW02wJ,"COCO LOCO","Don Juan","Maluma",2023-08-25,166734,62,,2023-11-29T12:16:00Z,"latin pop,reggaeton,reggaeton colombiano,trap latino,urbano latino","Sony Music Latin",0.783,0.868,7,-2.961,0,0.0591,0.19,0,0.165,0.727,109.977,4
7bfFmlLJ1LKr2E3AUsvq5P,"Antes","Antes","Rvfv,Edu García",2023-03-10,153684,66,,2023-11-29T12:16:00Z,"drill espanol,flamenco urbano,urbano espanol,urbano latino,nuevo flamenco","NASTU MUSIC",0.85,0.621,3,-6.302,0,0.183,0.621,0,0.0988,0.567,114.092,4
4GNMcZiHw1D65tLATm09rK,"Mi Nena Remix","CÓDIGOS","Maikel Delacalle,Quevedo",2023-07-13,220000,62,,2023-11-29T12:16:00Z,"rap canario,trap latino,urbano espanol,urbano latino","Virgi Music Spain",0.767,0.701,11,-5.458,0,0.106,0.335,0,0.285,0.675,125.948,4
2SiAcexM2p1yX6joESbehd,"LLYLM","LLYLM","ROSALÍA",2023-01-27,174044,64,,2023-11-29T12:16:00Z,"pop,r&b en espanol","Columbia",0.555,0.634,6,-5.522,0,0.273,0.129,0.00000232,0.188,0.555,170.228,4
6Sq7ltF9Qa7SNFBsV5Cogx,"Me Porto Bonito","Un Verano Sin Ti","Bad Bunny,Chencho Corleone",2022-05-06,178567,83,,2023-11-29T12:16:00Z,"reggaeton,trap latino,urbano latino,reggaeton flow","Rimas Entertainment LLC",0.911,0.712,1,-5.105,0,0.0817,0.0901,0.0000268,0.0933,0.425,92.005,4
36W1V6ft4fX7HQVSdIYL0J,"Las Bratz (Remix)","Las Bratz (Remix)","Aissa,SAIKO,JC Reyes,Nickzzy,El Bobe,Juseph,GIO",2023-03-08,444631,65,,2023-11-29T12:16:00Z,"urbano espanol,trap latino,urbano latino,drill espanol","Aissa el Aslani Erra",0.81,0.815,10,-3.101,0,0.1,0.231,0,0.0577,0.958,95.003,4
0TkIQ2I48rz4kpk1XpfyHq,"Mi Luz (ft. Rels B)","NASTU","Rvfv,Rels B",2022-01-28,168000,76,,2023-11-29T12:16:00Z,"drill espanol,flamenco urbano,urbano espanol,urbano latino,r&b en espanol,spanish hip hop,trap latino","NASTU MUSIC",0.705,0.526,6,-6.359,1,0.327,0.509,0.000106,0.0742,0.671,200.031,4
1LiN0Z98FkR1t0m8KmLcAH,"Amanece","Amanece","Anuel AA,Haze",2018-12-14,190004,81,,2023-11-29T12:16:00Z,"reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino,latin pop","House of Haze",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,4
3k3NWokhRRkEPhCzPmV8TW,"Ojitos Lindos","Un Verano Sin Ti","Bad Bunny,Bomba Estéreo",2022-05-06,258298,82,,2023-11-29T12:16:00Z,"reggaeton,trap latino,urbano latino,cumbia,latin alternative,latin rock,pop electronico,tropical alternativo","Rimas Entertainment LLC",0.647,0.686,3,-5.745,0,0.0413,0.08,0.00000134,0.528,0.268,79.928,4
0T2pB7P1VdXPhLdQZ488uH,"Normal","FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM","Feid",2022-09-14,171880,80,,2023-11-29T12:16:00Z,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino","UMLE - Latino",0.709,0.56,4,-4.867,0,0.171,0.034,0,0.315,0.541,170.082,4
0NO2zL0kw8sGGnaMvHKAZF,"Marisola - Remix","Marisola (Remix)","Cris Mj,Duki,Nicki Nicole,Standly,Stars Music Chile",2022-12-15,237473,74,,2023-11-29T12:16:00Z,"mambo chileno,trap latino,urbano chileno,urbano latino,argentine hip hop,trap argentino,trap triste,r&b argentino","Virgin Music Chile",0.765,0.872,1,-5.863,1,0.0498,0.173,0.00000565,0.0749,0.722,94.999,4
4VPoFy002PwspvctfYP6zx,"Niña Bonita","MOR, No Le Temas a La Oscuridad","Feid,Sean Paul",2023-09-29,187240,69,,2023-11-29T12:16:00Z,"colombian pop,pop reggaeton,reggaeton,reggaeton colombiano,trap latino,urbano latino,dance pop,dancehall,pop,pop rap","UMLE - Latino",0.811,0.615,4,-4.198,0,0.182,0.0996,0,0.1,0.474,91.123,4
31jtlGwefCdtqNOSpLq82U,"Polaris","1371 KM","SAIKO,Came Beats",2022-08-26,192122,54,,2023-11-29T12:16:00Z,"trap latino,urbano espanol,urbano latino","2022 Saiko",0.54,0.541,8,-8.299,0,0.231,0.487,0,0.0969,0.52,84.332,4
5R2hNuiiwnKVAUNktF9j2Y,"mariposas","mariposas","sangiovanni,Aitana",2022-06-02,154000,64,,2023-11-29T12:16:00Z,"italian pop,latin talent show,latin viral pop,spanish pop","Universal Music Italia srL. (Sugar)",0.692,0.75,0,-4.328,0,0.0411,0.145,0,0.133,0.443,120.037,4
6IdcyYfBz9LG3SWIKVyNgh,"Arranca (feat. Omega)","Arranca (feat. Omega)","Becky G,Omega",2023-03-10,166529,69,,2023-11-29T12:16:00Z,"latin pop,latin viral pop,rap latina,reggaeton,trap latino,urbano latino,rap dominicano","Kemosabe Records/RCA Records",0.931,0.793,0,-4.666,0,0.133,0.0378,0.00000463,0.0748,0.856,117.999,4
2lmWwBLVJ2P0HX491zkYws,"Mbappe","SEN2 KBRN VOL. 2","Eladio Carrion",2022-11-18,147692,71,,2023-11-29T12:16:00Z,"trap boricua,trap latino,trap triste,urbano latino","Rimas Entertainment LLC",0.712,0.684,7,-4.887,1,0.0512,0.548,0,0.168,0.513,130.038,4
5xSt1wxZobFcLzHrFakv6z,"COSAS QUE NO TE DIJE","COSAS QUE NO TE DIJE","SAIKO",2021-09-17,224725,77,,2023-11-29T12:16:00Z,"trap latino,urbano espanol,urbano latino","WM Spain",0.616,0.673,2,-3.948,1,0.0327,0.563,0,0.122,0.21,99.971,4
7EJ2c1JMy4knv1wK6bazy0,"LAS BABYS","alpha","Aitana",2023-09-21,153506,60,,2023-11-29T12:16:00Z,"latin talent show,latin viral pop,spanish pop","Universal Music Spain S.L.",0.679,0.816,7,-6.433,1,0.0389,0.0391,0.0000832,0.0893,0.695,127.999,4
2QKVCfIDdHf16FkDPFHBHX,"ULALA (OOH LA LA)","LA VIDA ES UNA","Myke Towers,Daddy Yankee",2023-03-23,188009,55,,2023-11-29T12:16:00Z,"reggaeton,trap latino,urbano latino,latin hip hop","WEA Latina",0.872,0.681,0,-4.348,0,0.11,0.0462,0.0000138,0.129,0.481,96.986,4
7txjUEY6McJDJKqIo1Rxjp,"Acróstico - Milan + Sasha","Acróstico (Milan + Sasha)","Shakira",2023-05-11,170785,67,,2023-11-29T12:16:00Z,"colombian pop,dance pop,latin pop,pop","Sony Music Latin",0.741,0.461,11,-9.263,1,0.105,0.839,0,0.0985,0.303,143.756,4
6G12ZafqofSq7YtrMqUm76,"Monotonía","Monotonía","Shakira,Ozuna",2022-10-19,158804,70,,2023-11-29T12:16:00Z,"colombian pop,dance pop,latin pop,pop,puerto rican pop,reggaeton,trap latino,urbano latino","Sony Music Latin",0.873,0.695,0,-4.207,0,0.0459,0.419,0.00000123,0.211,0.823,131.963,4
18W8cuvcub2B9NQzm5rZxf,"A 300","A 300","JC Reyes,Pedro Calderon,Blacknife",2023-02-17,169208,67,,2023-11-29T12:16:00Z,"urbano espanol,flamenco urbano","JC Reyes",0.792,0.725,1,-5.821,0,0.171,0.0927,0,0.0702,0.68,138.867,4
06s3QtMJVXw1AJX3UfvZG1,"Hasta Que Dios Diga","Emmanuel","Anuel AA,Bad Bunny",2020-05-29,246000,74,,2023-11-29T12:16:00Z,"reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino","2020 Real Hasta La Muerte, LLC",0.691,0.765,8,-4.727,1,0.111,0.464,0.00000329,0.203,0.855,174.021,4
0xCRFfgIHOsmovVZzrFCoT,"Dominicana","Dominicana","Rvfv,Morad,Pablo Mas",2022-12-01,216000,61,,2023-11-29T12:16:00Z,"drill espanol,flamenco urbano,urbano espanol,urbano latino","NASTU MUSIC",0.75,0.593,2,-5.736,1,0.176,0.372,0.000595,0.108,0.454,179.962,4
6ylDpki1VpIsc525KC1ojF,"Tacones Rojos","Dharma","Sebastian Yatra",2022-01-28,189333,72,,2023-11-29T12:16:00Z,"colombian pop,latin pop,reggaeton,reggaeton colombiano,urbano latino","UMLE - Latino",0.746,0.844,11,-3.499,0,0.0359,0.062,0,0.149,0.934,123.014,4
5yocaqYG38qpSSxV1t0o3D,"DAME","DONDE QUIERO ESTAR","Quevedo,Omar Montes",2023-01-20,231428,67,,2023-11-29T12:16:00Z,"rap canario,trap latino,urbano latino,flamenco urbano,urbano espanol","Quevedo",0.742,0.508,4,-5.705,1,0.0539,0.368,0.0000272,0.115,0.31,98.017,4
4NoOME4Dhf4xgxbHDT7VGe,"X SI VOLVEMOS","MAÑANA SERÁ BONITO","KAROL G,Romeo Santos",2023-02-24,200120,79,,2023-11-29T12:16:00Z,"reggaeton,reggaeton colombiano,urbano latino,bachata,latin hip hop,latin pop,trap latino","Universal Music Latino",0.796,0.806,1,-3.441,0,0.321,0.332,0,0.104,0.56,178.007,4
